,CODE,Name.x,Abbreviation.x,Category.x,Notes,article_1,article_2,article_3,article_4,article_5,article_6,article_7,article_8,article_9,article_10,article_11,article_12,article_13,article_14,article_15,article_16,article_17,article_18,article_19,article_20,article_21,article_22,article_23,article_24,article_25,article_26,article_27,article_28,article_29,article_30,article_31,article_32,article_33,article_34,article_35,article_36,article_37,article_38,article_39,article_40,article_41,article_42,article_43,article_44,article_45,article_46,article_47,article_48,article_49,article_50,article_51,article_52,article_53,article_54,article_55,article_56,article_57,article_58,article_59,article_60,article_61,article_62,article_63,Name.y,Abbreviation.y,Category.y,Items,Accessibility,access_type,link,review,exclusion_reason,relevant,Report,name.z,category,construct,rating,norms,internal_cons,test_retest,validity,ts
157,DETOXIFICATION FEAR SURVEY SCHEDULE 27,Detoxification Fear Survey Schedule 27,DFSS-27,Diagnostic,NA,507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
158,DRUG HISTORY QUESTIONNAIRE,Drug History Questionnaire,DHQ,Diagnostic,NA,775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159,EUROPEAN ADDICTION SEVERITY INDEX,European Addiction Severity Index,EurpASI,Diagnostic,NA,472,762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160,MORTIMER-FILKINS TEST,Mortimer-Filkins test, ,Diagnostic,NA,510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
161,MUNICH ALCOHOLISM TEST,Munich Alcoholism Test,MALT,Diagnostic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
162,OPIATE TREATMENT INDEX,Opiate Treatment Index,OTI,Diagnostic,NA,645,508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
163,TEEN ADDICTION SEVERITY INDEX - TWO,Teen Addiction Severity Index - Two,T-ASI-2,Diagnostic,NA,556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Teen Addiction Severity Index - Two,T-ASI-2,General,35,Yes,Needs formatting,https://www.researchgate.net/publication/23555282_Psychometric_Characteristics_of_the_Teen_Addiction_Severity_Index-Two_T-ASI-2,Exclude,Copyright,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
164,3-ITEM CRAVING SCALE,3-item Craving Scale, ,General,NA,311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3-item Craving Scale, ,General,3,No, , ,Exclude,Not found,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
165,ACCEPTANCE AND ACTION QUESTIONNAIRE - SUBSTANCE ABUSE,Acceptance and Action Questionnaire Substance Abuse,AAQ-SA,General,NA,523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acceptance and Action Questionnaire Substance Abuse,AAQ-SA,General,18,Yes,Print-ready,https://stevenchayes.com/wp-content/uploads/2019/08/Questionnaire-for-Substance-Abuse.pdf,Include,NA,1,"Luoma et al., 2011",Acceptance and Action Questionnaire – Substance Abuse,Treatment Related,"Recovery, Self-Efficacy, Urges",Good,Excellent,Good,NA,"CONCUR, CONVERG, DISCRIM",X
166,ADDICTION ADMISSION SCALE,Addiction Admission Scale,AAS,General,NA,638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Addiction Admission Scale,AAS,General,13,No, , https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&ved=2ahUKEwjOmYqYz7r5AhX0pIkEHTTTBJ4QFnoECAwQAQ&url=https%3A%2F%2Fpubs.niaaa.nih.gov%2Fpublications%2Fassessingalcohol%2FInstrumentPDFs%2F02_AAS.pdf&usg=AOvVaw1fVrSV_GkbsCz9pQir22YQ,Exclude,Not found,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
167,ADDICTION POTENTIAL SCALE,Addiction Potential Scale,APS,General,NA,638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Addiction Potential Scale,APS,General,39,Unknown,NA,NA,Exclude,Too many items,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168,ADDICTION PROFILE INDEX,Addiction Profile Index,API,General,NA,689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Addiction Profile Index,API,General,34,Unknown,NA,NA,Exclude,Too many items,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
169,ADDICTION RESEARCH CENTER INVENTORY,Addiction Research Center Inventory,ARCI,General,NA,290,612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Addiction Research Center Inventory,ARCI,General,49,Unknown,NA,NA,Exclude,Too many items,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
170,ADJECTIVE RATING SCALE FOR WITHDRAWAL,Adjective Rating Scale for Withdrawal,ARSW,General,NA,287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Adjective Rating Scale for Withdrawal,ARSW,General,11,No,Print-ready,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&ved=2ahUKEwioprPGmpz5AhVKkokEHZn4BSsQFnoECAIQAQ&url=http%3A%2F%2Fadai.washington.edu%2Finstruments%2Fpdf%2FAdjective_Rating_Scale_for_Withdrawal_6.pdf&usg=AOvVaw3olLFqt9o_JvUSZCiImUsJ,Exclude,No scoring/instructions/interpretation,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171,ADOLESCENT DOMAIN SCREENING INVENTORY,Adolescent Domain Screening Inventory,ADSI,General,NA,185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Adolescent Domain Screening Inventory,ADSI,General,40,Unknown,NA,NA,Exclude,Too many items,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
172,ADOLESCENT RELAPSE COPING INVENTORY,Adolescent Relapse Coping Inventory,ARCQ,General,NA,465,637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Adolescent Relapse Coping Inventory,ARCQ,General,28,Unknown,NA,NA,Exclude,Too many items,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
173,ADOLESCENT SUBSTANCE ABUSE GOAL COMMITMENT,Adolescent Substance Abuse Goal Commitment,ASAGC,General,NA,12,317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Adolescent Substance Abuse Goal Commitment,ASAGC,General,16,No, , ,Exclude,Not found,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
174,ADVERSE CONSEQUENCES OF SUBSTANCE USE SCALE,Adverse Consequences of Substance Use Scale,ACSUS,General,NA,575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Adverse Consequences of Substance Use Scale,ACSUS,General,8,No,Paywall,https://ncsacw.samhsa.gov/files/SAFERR_AppendixD.pdf,Exclude,Cost,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
175,"ALCOHOL, SMOKING AND SUBSTANCE INVOLVEMENT SCREENING TEST - FREQUENCY AND CONCERN","Alcohol, Smoking and Substance Involvement Screening Test – Frequency and Concern",ASSIST-FC,General,NA,138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alcohol, Smoking and Substance Involvement Screening Test – Frequency and Concern",ASSIST-FC,General,2,Yes,Print-ready,https://health.uconn.edu/sbirtacademy/wp-content/uploads/sites/101/2018/03/ASSIST-FC_Screening-Test_Scoring_Response-Card.pdf,Include,NA,1,"McRee et al., 2018","Alcohol, Smoking and Substance Involvement Screening Test – Frequency and Concern",General,"Severity, Use",Adequate,Good,Adequate,NA,"CONCUR, DIVERG",Not applicable
176,BRIEF ADDICTION MONITOR - CONTINUOUS,Brief Addiction Monitor - Continuous,BAM-C,General,NA,21,450,311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Brief Addiction Monitor - Continuous,BAM-C,General,17,Yes,Print-ready,https://www.mentalhealth.va.gov/providers/sud/docs/BAM_Scoring_Clinical_Guidelines_01-04-2011.pdf,Include,NA,1,"Cacciola et al., 2013",Brief Addiction Monitor – Continuous,General,Severity,Adequate,Good,Good,Excellent,PREDICT,X
177,"BRIEF SCREENER FOR TOBACCO, ALCOHOL, AND OTHER DRUGS","Brief Screener for Tobacco, Alcohol, and other Drugs",BSTAD,General,NA,688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brief Screener for Tobacco, Alcohol, and other Drugs",BSTAD,General,11,Yes,Print-ready,https://www.drugabuse.gov/ast/bstad/#/,Exclude,No scoring/instructions/interpretation,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
178,BRIEF SITUATIONAL CONFIDENCE QUESTIONNAIRE,Brief Situational Confidence Questionnaire,BSCQ,General,NA,208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Brief Situational Confidence Questionnaire,BSCQ,General,8,Yes,Needs formatting,https://store.samhsa.gov/sites/default/files/d7/priv/tip35_final_508_compliant_-_02252020_0.pdf,Include,NA,1,"Breslin et al., 2000",Brief Situational Confidence Questionnaire,Alcohol,Self-Efficacy,Good,Good,Excellent,Excellent,"CONCUR, CONVERG, PREDICT",X
179,BRIEF SUBSTANCE CRAVING SCALE,Brief Substance Craving Scale,BCSC,General,NA,496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Brief Substance Craving Scale,BCSC,General,16,Yes,Print-ready,https://adai.uw.edu/instruments/pdf/Brief_Substance_Craving_Scale_50.pdf,Exclude,No scoring/instructions/interpretation,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
180,CHANGE ASSESMENT FOR DRUG USE,Change Assesment for Drug Use,CAD,General,NA,632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Change Assesment for Drug Use,CAD,General,32,Unknown,NA,NA,Exclude,Too many items,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
181,CRAFFT SUBSTANCE ABUSE SCREENING INSTRUMENT,CRAFFT Substance Abuse Screening Instrument,CRAFFT,General,NA,243,6,474,517,279,563,672,684,705,724,745,757,745,683,456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CRAFFT Substance Abuse Screening Instrument,CRAFFT,General,9,Yes,Print-ready,https://www.sunshinehealth.com/content/dam/centene/Sunshine/pdfs/CRAFFT.pdf,Include,NA,1,"Knight et al., 1999",CRAFFT Substance Abuse Screening Instrument,General,Use,Excellent,Excellent,Excellent,Good,"CONCUR, CONVERG, DIVERG",Not applicable
182,CRAVING BELIEFS QUESTIONNAIRE,Craving Beliefs Questionnaire,CBQ,General,NA,402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Craving Beliefs Questionnaire,CBQ,General,20,Yes,Print-ready,https://www.co.fresno.ca.us/home/showpublisheddocument/40239/637133064140970000,Exclude,Copyright,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
183,CRAVING EXPERIENCE QUESTIONNAIRE,Craving Experience Questionnaire,CEQ,General,NA,312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Craving Experience Questionnaire,CEQ,General,45,Unknown,NA,NA,Exclude,Too many items,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
184,CRAVING TYPOLOGY QUESTIONNAIRE,Craving Typology Questionnaire,CTQ,General,NA,264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Craving Typology Questionnaire,CTQ,General,20,No, , ,Exclude,Not found,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
185,CRAVINGS METACOGNITION SCALE,Cravings Metacognition Scale, ,General,NA,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cravings Metacognition Scale, ,General,13,No, , ,Exclude,Not found,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
186,DEGREE OF DRUG USE INDEX,Degree of Drug Use Index,DDI,General,NA,346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Degree of Drug Use Index,DDI,General,9,No, , ,Exclude,Not found,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
187,DESIRES FOR DRUG QUESTIONNAIRE,Desires for Drug Questionnaire,DDQ-R,General,NA,414,666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Desires for Drug Questionnaire,DDQ-R,General,20,No, , ,Exclude,Not found,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
188,DRUG ABUSE PROBLEM ASSESSMENT FOR PRIMARY CARE,Drug Abuse Problem Assessment for Primary Care,DAPA-PC,General,NA,750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Drug Abuse Problem Assessment for Primary Care,DAPA-PC,General,12,No, , ,Exclude,Not found,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
189,DRUG ABUSE SCREENING TEST,Drug Abuse Screening Test,DAST,General,NA,680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Drug Abuse Screening Test,DAST,General,28,Yes,Print-ready,https://www.uspreventiveservicestaskforce.org/home/getfilebytoken/Z3EFdR3PjZKxrRs783_XKH,Exclude,Too many items,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
190,DRUG ABUSE SCREENING TEST,Drug Abuse Screening Test,DAST,General,NA,680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Drug Abuse Screening Test,DAST-2,General,28,Yes,Print-ready,https://www.uspreventiveservicestaskforce.org/home/getfilebytoken/Z3EFdR3PjZKxrRs783_XKH,Exclude,Too many items,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191,DRUG ABUSE SCREENING TEST,Drug Abuse Screening Test,DAST-2,General,NA,680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Drug Abuse Screening Test,DAST,General,28,Yes,Print-ready,https://www.uspreventiveservicestaskforce.org/home/getfilebytoken/Z3EFdR3PjZKxrRs783_XKH,Exclude,Too many items,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
192,DRUG ABUSE SCREENING TEST,Drug Abuse Screening Test,DAST-2,General,NA,680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Drug Abuse Screening Test,DAST-2,General,28,Yes,Print-ready,https://www.uspreventiveservicestaskforce.org/home/getfilebytoken/Z3EFdR3PjZKxrRs783_XKH,Exclude,Too many items,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
193,DRUG ABUSE SCREENING TEST FOR ADOLESCENTS,Drug Abuse Screening Test for Adolescents,DAST-A,General,NA,735,293,456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Drug Abuse Screening Test for Adolescents,DAST-A,General,27,Unknown,NA,NA,Exclude,Too many items,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
194,DRUG ABUSE SCREENING TEST-10,Drug Abuse Screening Test-10,DAST-10,General,NA,164,439,415,690,718,818,703,699,405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Drug Abuse Screening Test-10,DAST-10,General,10,Yes,Print-ready,https://gwep.usc.edu/wp-content/uploads/2019/11/DAST-10-drug-abuse-screening-test.pdf,Include,NA,1,"Bohn et al., 1991",Drug Abuse Screening Test-10,General,Use,Excellent,Good,Excellent,Good,"CONCUR, CONVERG",Not applicable
